Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Dublin Ford,2265 Veterans Blvd,,Dublin,GA,31021,,313-262-6722,E,,Public,,,,,,,,4,,RED_E,https://www.redecharge.com,GPS,32.54477,-82.961963,3/2/2026,400520,2026-03-02 06:38:09 UTC,,,,5/22/2025,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JC Lewis Ford Savannah,9505 Abercorn,,Savannah,GA,31046,,313-262-6722,E,,Public,,,,,,,4,2,,RED_E,https://www.redecharge.com,GPS,31.99351,-81.13026,3/2/2026,400535,2026-03-02 06:38:13 UTC,,,,6/11/2025,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JC Lewis Ford Hinesville,309 W Oglethorpe Hwy,,Hinesville,GA,31313,,313-262-6722,E,,Public,,,,,,,3,,,RED_E,https://www.redecharge.com,GPS,31.84428,-81.594485,3/2/2026,400544,2026-03-02 06:38:16 UTC,,,,6/18/2025,,,,,J1772,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Riverside Ford Lincoln,2089 Riverside Dr.,,Macon,GA,31204,,313-262-6722,E,,Public,,,,,,,3,8,,RED_E,https://www.redecharge.com,GPS,32.8576,-83.64592,3/2/2026,400617,2026-03-02 06:38:10 UTC,,,,5/24/2025,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OS MANAGED WOODSPRING 1,350 Interstate Exchange Way,,Ellabell,GA,31308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.178562,-81.455504,3/2/2026,400660,2026-03-02 03:58:15 UTC,,,,6/25/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OS MANAGED WOODSPRING 2,350 Interstate Exchange Way,,Ellabell,GA,31308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.178525,-81.455444,3/2/2026,400661,2026-03-02 03:58:16 UTC,,,,6/25/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ABEV Power 1,7901 S Main St,,Helen,GA,30545,,888-222-6618,E,,Public,,,,,,,1,2,,NOODOE,https://www.noodoe.com,GPS,34.6963632,-83.7191976,3/2/2026,400715,2026-03-02 05:49:20 UTC,,,,6/26/2025,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FACILITIES MANG LIBRARY CHARG 2,2025 Baxter Street,Right Side of Parking Lot on Hill,Athens,GA,30606,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.945861,-83.403926,3/2/2026,404639,2026-03-02 03:58:19 UTC,,,,6/27/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FACILITIES MANG LIBRARY CHARG 1,2025 Baxter Street,Middle of Parking Lot by Solar Panel,Athens,GA,30606,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.945542,-83.403133,3/2/2026,404642,2026-03-02 03:58:20 UTC,,,,6/27/2025,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HILTON GRDN INN HILTON GARDEN 3,1702 Gornto Road,Northside parking lot,Valdosta,GA,31601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.843998,-83.324647,3/2/2026,404718,2026-03-02 03:58:22 UTC,,,,6/28/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HILTON GRDN INN HILTON GARDEN 2,1702 Gornto Road,North side parking lot,Valdosta,GA,31601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.844252,-83.324782,3/2/2026,404719,2026-03-02 03:58:22 UTC,,,,6/28/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HILTON GRDN INN HILTON GARDEN I,1702 Gornto Road,North side parking lot,Valdosta,GA,31601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.844254,-83.324745,3/2/2026,404720,2026-03-02 03:58:22 UTC,,,,6/28/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Satterfield Marketplace - Tesla Supercharger,1135 GA-85,,Fayetteville,GA,30214,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.471905,-84.442667,7/3/2025,404780,2026-02-02 23:16:24 UTC,P,,,6/27/2025,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Sweetwater Vista Apartments,1905 Riverside Parkway,,Douglasville,GA,30135,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,33.711303,-84.6384523,3/2/2026,404858,2026-03-02 00:33:57 UTC,,,,11/12/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Target - Tesla Supercharger,235 Robert C Daniel Jr Pkwy,,Augusta,GA,30909,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,33.490095,-82.080203,8/12/2025,405681,2026-02-02 23:16:24 UTC,P,,,7/4/2025,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,MARTA EASTLAKE L2 1,2260 College Avenue Northeast,Parking Lot,Atlanta,GA,30307,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.764546,-84.312296,3/2/2026,405794,2026-03-02 03:58:29 UTC,,,,7/10/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MARTA EASTLAKE L2 3,2260 College Avenue Northeast,Parking Lot,Atlanta,GA,30317,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.764594,-84.312292,3/2/2026,405795,2026-03-02 03:58:29 UTC,,,,7/10/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MARTA EASTLAKE L2 2,2260 College Avenue Northeast,Parking Lot,Atlanta,GA,30317,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.764644,-84.312308,3/2/2026,405796,2026-03-02 03:58:30 UTC,,,,7/10/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-04,1105 W Peachtree St NW,04 Hotel Entry,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,31.784909,-84.388127,3/2/2026,405865,2026-03-02 02:29:27 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-43,1100 W Peachtree St NW,43 Hotel Entry,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784919,-84.38812,3/2/2026,405866,2026-03-02 02:29:32 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-42,1105 W Peachtree St NW,42 Hotel Entry,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784925,-84.38813,3/2/2026,405867,2026-03-02 02:29:33 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-6-19,"1105 W Peachtree St NW 1105 West Peachtree ,",Hotel Entry,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.784908,-84.388142,3/2/2026,405868,2026-03-02 02:29:35 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-5-19,1105 W Peachtree St NW,Level 5 Nested Area,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784814,-84.388136,3/2/2026,405869,2026-03-02 02:29:37 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-5-18,1105 W Peachtree St NE,5 Level 5 Nested Area,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784841,-84.388179,3/2/2026,405870,2026-03-02 02:29:38 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-4-01,1105 W Peachtree St NE,Level 4 Nested Area,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784877,-84.388222,3/2/2026,405871,2026-03-02 02:29:42 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-4-01A,1105 W Peachtree St NE,Level 4 Nested Area,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784868,-84.388168,3/2/2026,405872,2026-03-02 02:29:42 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-857&858,1105 W Peachtree St NW,Level 6,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784868,-84.388125,3/2/2026,405873,2026-03-02 02:30:04 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-856,1105 W Peachtree St NW,Level 6,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.78485,-84.388125,3/2/2026,405874,2026-03-02 02:30:04 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-1079&1080,1105 W Peachtree St NW,Floor 7,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784859,-84.388147,3/2/2026,405876,2026-03-02 02:30:12 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-1076,1105 W Peachtree St NW,Floor 7,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.784832,-84.388136,3/2/2026,405877,2026-03-02 02:30:12 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,AAA PARKING EV-1077&1078,1105 W Peachtree St NW,Floor 7,Atlanta,GA,30309,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.78485,-84.388147,3/2/2026,405878,2026-03-02 02:33:20 UTC,,,,7/11/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Element hotel,30 W Fairmont Ave,,Savannah,GA,31406,,,E,,Private,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,4,,,AMPUP,https://ampup.io,GPS,32.001107,-81.122552,8/12/2025,415773,2026-02-02 23:16:24 UTC,P,,,8/16/2024,,,,,J1772,US,,,,Privé,,private,,,HOTEL,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,210 Northside Dr,210 Northside Dr,,Valdosta,GA,31602,,,E,,Private,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,GPS,30.8704665,-83.2864083,8/12/2025,415936,2026-02-02 23:16:24 UTC,P,,,1/25/2024,,,,,J1772,US,,,,Privé,,private,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,Vistaray USA,5900 Windward Parkway,,Alpharetta,GA,30005,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,34.0914703,-84.2511971,3/2/2026,416149,2026-03-02 00:33:14 UTC,,,,1/24/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOME2SUITES CSN-01582764,14470 Paras Dr,,Covington,GA,30014,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.610668,-83.825165,3/2/2026,416331,2026-03-02 03:32:49 UTC,,,,7/17/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HOME2SUITES CSN-01582766,14470 Paras Dr,,Covington,GA,30014,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.610802,-83.825165,3/2/2026,416332,2026-03-02 03:32:49 UTC,,,,7/17/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FACILITIES MANG PARK AND RIDE,1310 Oconee St,,Athens,GA,30605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.94768,-83.358523,3/2/2026,416333,2026-03-02 03:36:46 UTC,,,,7/17/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CRITZ BMW-02,7009 Abercorn Street,,Savannah,GA,31406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.013433,-81.114133,3/2/2026,416409,2026-03-02 03:59:51 UTC,,,,7/18/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Fulton County Animal Shelter,1251 Fulton Industrial Boulevard Northwest,,Atlanta,GA,30336,,888-998-2546,E,,Public,Mon: 11:00am-7:00pm; Tue: 11:00am-8:00pm; Wed: 11:00am-7:00pm; Thu: 11:00am-7:00pm; Fri: 11:00am-7:00pm; Sat: 11:00am-6:00pm; Sun: 11:00am-6:00pm,,,,,,3,,,Blink Network,https://blinkcharging.com,GPS,33.786348,-84.503158,3/2/2026,416525,2026-03-02 00:44:42 UTC,,,,6/12/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GDCA DCA 1,60 Executive Park South Northeast,Visitor Parking,Atlanta,GA,30329,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.827049,-84.342749,3/2/2026,416609,2026-03-02 03:58:43 UTC,,,,7/23/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GDCA DCA 2,60 Executive Park South Northeast,Visitor Parking,Atlanta,GA,30329,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.827113,-84.342719,3/2/2026,416610,2026-03-02 03:58:43 UTC,,,,7/23/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CHAMBLEE CITY 5300 PEACHTREE,5300 Peachtree Road,In front of wax building across from marta station,Atlanta,GA,30341,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.889561,-84.304048,3/2/2026,416617,2026-03-02 03:59:49 UTC,,,,7/23/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Volume Chevrolet Buick,450 North Lee Street,,Forsyth,GA,31029,,866-816-7584,E,,Public,Mon: 9:00am-7:00pm; Tue: 9:00am-7:00pm; Wed: 9:00am-7:00pm; Thu: 9:00am-7:00pm; Fri: 9:00am-7:00pm; Sat: 9:00am-6:00pm,,,,,,,1,,EV Connect,https://www.evconnect.com,GPS,33.045747,-83.942653,3/2/2026,416643,2026-03-02 04:55:27 UTC,,,,7/23/2025,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
LPG,Conger LP Gas,2310 B Highway 84 W,,Valdosta,GA,31601,,229-469-4250,E,,Public,8am-5pm M-F,A Cash Checks Debit M V,,,,,,,,,,200-8,30.81372,-83.32717,8/12/2025,416677,2026-02-02 23:16:24 UTC,P,,,11/1/2024,,,TRUE,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,ACME QUICK_CONNECT,,,,,,,,FALSE,,,,,,,,HD,,
ELEC,Hilton Garden Inn Atlanta/Kennesaw Town Center,895 Cobb Place Boulevard Northwest,,Kennesaw,GA,30144,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,34.01104680974944,-84.57495133,3/2/2026,416686,2026-03-02 00:55:52 UTC,,,,7/23/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Stivers Ford South,4355 Jonesboro Rd,,Union City,GA,30291,,313-262-6722,E,,Public,,,,,,,3,2,,RED_E,https://www.redecharge.com,GPS,33.56819979,-84.53156131,3/2/2026,416746,2026-03-02 06:38:16 UTC,,,,6/19/2025,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Jeff Smith Ford,113 W.E. Green Jr. Pkwy,,Byron,GA,31008,,888-357-1009,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,,,,,4,,FORD_CHARGE,https://www.ford.com/support/category/electric-vehicle/charging/public-charging/,GPS,32.6566467,-83.7451782,3/2/2026,416831,2026-03-02 06:42:31 UTC,,,,1/17/2025,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Allan Vigil's Ford Lincoln,6790 Mt Zion Blvd,,Morrow,GA,30260,,888-357-1009,E,,Public,Mon: 7:00am-7:00pm; Tue: 7:00am-7:00pm; Wed: 7:00am-7:00pm; Thu: 7:00am-7:00pm; Fri: 7:00am-7:00pm; Sat: 7:00am-6:00pm,A ANDROID_PAY APPLE_PAY CREDIT D Debit M V,,,,,,2,,FORD_CHARGE,https://www.ford.com/support/category/electric-vehicle/charging/public-charging/,GPS,33.5678108,-84.3135109,3/2/2026,416845,2026-03-02 06:42:35 UTC,,,,4/18/2025,,,,,J1772COMBO,US,,,,Public,,public,,,PUBLIC,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GA TECH E40 #2,266 Ferst Drive Northwest,,Atlanta,GA,30332,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.777618,-84.396163,3/2/2026,417062,2026-03-02 03:59:09 UTC,,,,7/26/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GA TECH W02 #1,353 Ferst Drive Northwest,,Atlanta,GA,30318,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.774445,-84.400448,3/2/2026,417063,2026-03-02 03:59:13 UTC,,,,7/26/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GA TECH W02 #2,353 Ferst Drive Northwest,,Atlanta,GA,30318,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.774523,-84.400421,3/2/2026,417064,2026-03-02 03:59:15 UTC,,,,7/26/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Prose Columbus 1,6700 River Rd,,Columbus,GA,31904,,888-951-1118,E,,Public,24 hours daily,CREDIT,,,,,1,,,OBE_POWER,https://www.obepower.com,GPS,32.5346866,-84.9926878,8/12/2025,417176,2026-02-02 23:16:24 UTC,P,,,8/9/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Prose Columbus 3,6701 River Rd,,Columbus,GA,31904,,888-951-1118,E,,Public,24 hours daily,CREDIT,,,,,1,,,OBE_POWER,https://www.obepower.com,GPS,32.5367399,-84.9941792,8/12/2025,417177,2026-02-02 23:16:24 UTC,P,,,8/9/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Prose Columbus 6,6702 River Rd,,Columbus,GA,31904,,888-951-1118,E,,Public,24 hours daily,CREDIT,,,,,1,,,OBE_POWER,https://www.obepower.com,GPS,32.537165,-84.9938465,8/12/2025,417178,2026-02-02 23:16:24 UTC,P,,,8/9/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Prose Columbus 7,6703 River Rd,,Columbus,GA,31904,,888-951-1118,E,,Public,24 hours daily,CREDIT,,,,,1,,,OBE_POWER,https://www.obepower.com,GPS,32.5371177,-84.9936115,8/12/2025,417179,2026-02-02 23:16:24 UTC,P,,,8/9/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Prose Columbus 8,6704 River Rd,,Columbus,GA,31904,,888-951-1118,E,,Public,24 hours daily,CREDIT,,,,,1,,,OBE_POWER,https://www.obepower.com,GPS,32.5364476,-84.9929044,8/12/2025,417180,2026-02-02 23:16:24 UTC,P,,,8/9/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,Prose Columbus 9,6705 River Rd,,Columbus,GA,31904,,888-951-1118,E,,Public,24 hours daily,CREDIT,,,,,1,,,OBE_POWER,https://www.obepower.com,GPS,32.5363849,-84.9928636,8/12/2025,417181,2026-02-02 23:16:24 UTC,P,,,8/9/2024,,,,,J1772,US,,,,Public,,public,,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,FALSE,
ELEC,HENDRICK SST STATION 1,6475 Roswell Rd,"Business Hours: Mon-Fri 7am-8pm, Sat 7am-7pm, Sun 12pm-6pm",Atlanta,GA,30328,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.931698,-84.378973,3/2/2026,417430,2026-03-02 03:10:49 UTC,,,,8/2/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Walton Grove,2550 Cumberland Boulevard Southeast,,Smyrna,GA,30080,,888-998-2546,T,2/27/2026,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,33.88752276035659,-84.47863967,3/2/2026,417650,2026-03-02 00:53:52 UTC,,,,8/7/2025,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,SCGBRSUMMERHILL UPSTAIRS,3060 Peachtree Rd,,Atlanta,GA,30305,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.83954,-84.38128,3/2/2026,417653,2026-03-02 03:08:19 UTC,,,,8/8/2025,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
